0.69647,0.54264,0.05
0.28614,0.066774,0.05
0.22685,0.65336,0.05
0.55131,0.99609,0.05
0.71947,0.7694,0.05
0.42311,0.57377,0.05
0.98076,0.10264,0.05
0.68483,0.69983,0.05
0.48093,0.66117,0.05
0.39212,0.049097,0.05
0.34318,0.7923,0.05
0.72905,0.51872,0.05
0.43857,0.42587,0.05
0.059678,0.78819,0.05
0.39804,0.41157,0.05
0.738,0.48103,0.05
0.18249,0.18163,0.05
0.17545,0.32132,0.05
0.53155,0.84553,0.05
0.53183,0.1869,0.05
0.6344,0.41729,0.05
0.84943,0.98903,0.05
0.72446,0.2366,0.05
0.61102,0.91683,0.05
0.72244,0.9184,0.05
0.32296,0.091296,0.05
0.36179,0.46365,0.05
0.22826,0.50222,0.05
0.29371,0.31367,0.05
0.63098,0.04734,0.05
0.092105,0.24169,0.05
0.4337,0.09553,0.05
0.43086,0.23825,0.05
0.49369,0.80779,0.05
0.42583,0.89498,0.05
0.31226,0.043223,0.05
0.42635,0.30195,0.05
0.89339,0.98058,0.05
0.94416,0.5395,0.05
0.50184,0.62631,0.05
0.62395,0.0055454,0.05
0.11562,0.48491,0.05
0.31729,0.98833,0.05
0.41483,0.37519,0.05
0.86631,0.097038,0.05
0.25046,0.46191,0.05
0.48303,0.963,0.05
0.98556,0.34183,0.05
0.51949,0.79892,0.05
0.61289,0.79885,0.05
0.12063,0.20825,0.05
0.82634,0.44337,0.05
0.60306,0.7156,0.05
0.54507,0.41052,0.05
0.34276,0.19101,0.05
0.30412,0.96749,0.05
0.41702,0.65075,0.05
0.6813,0.86546,0.05
0.87546,0.025242,0.05
0.51042,0.26691,0.05
0.66931,0.50207,0.05
0.58594,0.067449,0.05
0.6249,0.99303,0.05
0.67469,0.23646,0.05
0.84234,0.37429,0.05
0.083195,0.21401,0.05
0.76368,0.10545,0.05
0.24367,0.23248,0.05
0.19422,0.30061,0.05
0.57246,0.63444,0.05
0.095713,0.28123,0.05
0.88533,0.36228,0.05
0.62725,0.0059428,0.05
0.72342,0.36572,0.05
0.016129,0.53389,0.05
0.59443,0.16202,0.05
0.55679,0.59743,0.05
0.15896,0.29315,0.05
0.15307,0.63205,0.05
0.69553,0.026197,0.05
0.31877,0.88759,0.05
0.69197,0.016119,0.05
0.55438,0.12696,0.05
0.38895,0.77716,0.05
0.92513,0.045895,0.05
0.84167,0.711,0.05
0.3574,0.97105,0.05
0.043591,0.87168,0.05
0.30477,0.71016,0.05
0.39819,0.95851,0.05
0.70496,0.42981,0.05
0.99536,0.87288,0.05
0.35591,0.35596,0.05
0.76255,0.92976,0.05
0.59318,0.14878,0.05
