0.78149,0.63442,0.01
0.15759,0.81758,0.01
0.81282,0.4341,0.01
0.17791,0.29044,0.01
0.16939,0.78879,0.01
0.4437,0.81659,0.01
0.11772,0.37519,0.01
0.96187,0.20077,0.01
0.4551,0.33736,0.01
0.090138,0.89769,0.01
0.36504,0.98376,0.01
0.19421,0.18119,0.01
0.32848,0.83207,0.01
0.86636,0.843,0.01
0.027487,0.82069,0.01
0.63792,0.072849,0.01
0.31588,0.92751,0.01
0.35367,0.41814,0.01
0.82707,0.42784,0.01
0.89243,0.035029,0.01
0.74943,0.16871,0.01
0.7132,0.46706,0.01
0.66288,0.44561,0.01
0.27061,0.3,0.01
0.96649,0.096074,0.01
0.57265,0.92267,0.01
0.45648,0.5584,0.01
0.54267,0.42166,0.01
0.75026,0.61043,0.01
0.1104,0.9092,0.01
0.25544,0.21181,0.01
0.69182,0.55659,0.01
0.046083,0.53003,0.01
0.85508,0.57573,0.01
0.60754,0.9606,0.01
0.93262,0.43779,0.01
0.40884,0.39586,0.01
0.74639,0.20166,0.01
0.4844,0.13586,0.01
0.94382,0.92122,0.01
0.87971,0.17064,0.01
0.16657,0.55187,0.01
0.27148,0.95125,0.01
0.20965,0.15908,0.01
0.4227,0.0029329,0.01
0.06356,0.11895,0.01
0.06784,0.32338,0.01
0.65293,0.26137,0.01
0.36937,0.80101,0.01
0.87724,0.41583,0.01
0.56143,0.82262,0.01
0.83572,0.83239,0.01
0.050959,0.42696,0.01
0.66159,0.26301,0.01
0.035051,0.56295,0.01
0.88132,0.19677,0.01
0.35317,0.8899,0.01
0.57155,0.066164,0.01
0.83377,0.80659,0.01
0.73598,0.38618,0.01
0.74363,0.081163,0.01
0.0089538,0.42214,0.01
0.58646,0.49023,0.01
0.90172,0.85342,0.01
0.50279,0.35033,0.01
0.55142,0.39834,0.01
0.04801,0.95612,0.01
0.071813,0.37277,0.01
0.5001,0.062671,0.01
0.30936,0.57541,0.01
0.0777,0.10605,0.01
0.13373,0.49464,0.01
0.091502,0.1011,0.01
0.60798,0.99855,0.01
0.45848,0.34764,0.01
0.74924,0.42872,0.01
0.56262,0.89637,0.01
0.12587,0.30705,0.01
0.94524,0.24012,0.01
0.64599,0.077633,0.01
0.47802,0.58354,0.01
0.42944,0.57714,0.01
0.78495,0.61666,0.01
0.06544,0.060341,0.01
0.82595,0.45033,0.01
0.60851,0.58801,0.01
0.10952,0.4072,0.01
0.64528,0.29428,0.01
0.8904,0.76457,0.01
0.44121,0.41857,0.01
0.76077,0.79812,0.01
0.772,0.067978,0.01
0.63474,0.017945,0.01
0.61579,0.18169,0.01
0.33576,0.27342,0.01
0.21974,0.30462,0.01
0.35956,0.49384,0.01
0.61626,0.53985,0.01
0.69304,0.82331,0.01
0.010248,0.84092,0.01
0.31328,0.55454,0.01
0.62353,0.90762,0.01
0.5379,0.57259,0.01
0.8593,0.097969,0.01
0.93926,0.42476,0.01
0.69118,0.96021,0.01
0.71239,0.85241,0.01
0.35206,0.44087,0.01
0.054821,0.69211,0.01
0.85175,0.23462,0.01
0.11147,0.897,0.01
0.098977,0.65471,0.01
0.95208,0.86935,0.01
0.84488,0.30839,0.01
0.3875,0.12716,0.01
0.56758,0.75263,0.01
0.42764,0.43343,0.01
0.64778,0.45173,0.01
0.35783,0.087321,0.01
0.34253,0.43369,0.01
0.47235,0.15301,0.01
0.50587,0.28998,0.01
0.18071,0.07106,0.01
0.21564,0.079354,0.01
0.23072,0.22216,0.01
0.41988,0.089817,0.01
0.93522,0.27503,0.01
0.2555,0.73893,0.01
0.81932,0.14325,0.01
0.35921,0.90638,0.01
0.41222,0.18519,0.01
0.12453,0.63238,0.01
0.25367,0.083948,0.01
0.55922,0.15326,0.01
0.51494,0.51168,0.01
0.34413,0.42494,0.01
0.55831,0.70408,0.01
0.99762,0.32269,0.01
0.85222,0.98521,0.01
0.044058,0.027753,0.01
0.66769,0.068201,0.01
0.5821,0.83123,0.01
0.70574,0.30021,0.01
0.045311,0.12489,0.01
0.24498,0.60131,0.01
0.05928,0.26634,0.01
0.68419,0.7074,0.01
0.11575,0.89055,0.01
0.98591,0.23431,0.01
0.78503,0.63347,0.01
0.62767,0.096699,0.01
0.21883,0.58651,0.01
0.083847,0.38839,0.01
0.4413,0.79139,0.01
0.84817,0.75766,0.01
0.73625,0.81182,0.01
0.51023,0.34961,0.01
0.63805,0.31633,0.01
0.8684,0.85772,0.01
0.19169,0.49921,0.01
0.18902,0.90062,0.01
0.95664,0.51681,0.01
0.55917,0.088846,0.01
0.98374,0.11524,0.01
0.6771,0.11017,0.01
0.97247,0.23194,0.01
0.10087,0.72295,0.01
0.17795,0.77604,0.01
0.53067,0.71532,0.01
0.55821,0.25965,0.01
0.60355,0.85418,0.01
0.99344,0.074694,0.01
0.56939,0.28434,0.01
0.88411,0.64162,0.01
0.98165,0.44495,0.01
0.95059,0.94611,0.01
0.071219,0.96107,0.01
0.17871,0.73089,0.01
0.060652,0.14616,0.01
0.65235,0.88111,0.01
0.49145,0.58359,0.01
0.2297,0.54799,0.01
0.021258,0.33934,0.01
0.50185,0.67644,0.01
0.61924,0.46786,0.01
0.83408,0.392,0.01
0.93632,0.60219,0.01
0.6738,0.70296,0.01
0.41841,0.041782,0.01
0.16811,0.048632,0.01
0.71255,0.53408,0.01
0.28574,0.10955,0.01
0.23546,0.22485,0.01
0.37198,0.84969,0.01
0.8229,0.13278,0.01
0.57647,0.11619,0.01
0.65092,0.24616,0.01
0.31114,0.53591,0.01
0.071365,0.48018,0.01
0.38852,0.33417,0.01
0.62946,0.16119,0.01
0.65696,0.68199,0.01
0.67365,0.79834,0.01
0.33048,0.32258,0.01
0.86426,0.71827,0.01
0.81228,0.26567,0.01
0.32658,0.42594,0.01
0.12817,0.85186,0.01
0.41247,0.20436,0.01
0.71888,0.44091,0.01
0.53896,0.20594,0.01
0.52016,0.78381,0.01
0.75624,0.25896,0.01
0.18287,0.40088,0.01
0.5624,0.62335,0.01
0.8666,0.80125,0.01
0.51915,0.60187,0.01
0.24024,0.010349,0.01
0.78982,0.92766,0.01
0.72033,0.28155,0.01
0.64086,0.79226,0.01
0.14892,0.29132,0.01
0.80775,0.095626,0.01
0.068759,0.23865,0.01
0.74108,0.75849,0.01
0.55547,0.2134,0.01
0.61871,0.71245,0.01
0.83255,0.046082,0.01
0.60232,0.11369,0.01
0.72111,0.095953,0.01
0.83637,0.77538,0.01
0.2068,0.028578,0.01
0.96101,0.9866,0.01
0.53214,0.28523,0.01
0.46696,0.24987,0.01
0.64202,0.73872,0.01
0.97385,0.52186,0.01
0.11567,0.94696,0.01
0.70339,0.58784,0.01
0.60286,0.42009,0.01
0.54351,0.11462,0.01
0.59101,0.71524,0.01
0.12637,0.98358,0.01
0.37083,0.69707,0.01
0.04766,0.42814,0.01
0.27656,0.29703,0.01
0.40836,0.034702,0.01
0.46755,0.3267,0.01
0.2684,0.38705,0.01
0.90967,0.94951,0.01
0.026758,0.45316,0.01
0.41203,0.18288,0.01
0.028524,0.80658,0.01
0.56423,0.092374,0.01
0.068763,0.79142,0.01
0.90102,0.97185,0.01
0.99225,0.88287,0.01
0.9679,0.87101,0.01
0.053335,0.88659,0.01
0.28441,0.53621,0.01
0.74944,0.050798,0.01
0.55174,0.5205,0.01
0.64505,0.16232,0.01
0.92751,0.49002,0.01
0.45186,0.82038,0.01
0.1531,0.11645,0.01
0.47126,0.65752,0.01
0.79578,0.58333,0.01
0.02382,0.65507,0.01
0.93015,0.94861,0.01
0.56783,0.81871,0.01
0.6267,0.88142,0.01
0.4232,0.79808,0.01
0.1459,0.18919,0.01
0.81917,0.041307,0.01
0.67619,0.37939,0.01
0.066675,0.68115,0.01
0.31629,0.016379,0.01
0.00075466,0.20059,0.01
0.85157,0.74933,0.01
0.66706,0.19813,0.01
0.74975,0.65955,0.01
0.43332,0.29322,0.01
0.71796,0.25822,0.01
0.96651,0.60202,0.01
0.97949,0.13119,0.01
0.65046,0.31652,0.01
0.32355,0.8154,0.01
0.099735,0.46065,0.01
0.89569,0.5079,0.01
